id,key,value,type 
11189943,foot,no,regular
11189943,name,Nimitz Freeway,regular
11189943,horse,no,regular
11189943,lanes,3,regular
11189943,layer,3,regular
11189943,bridge,yes,regular
11189943,oneway,yes,regular
11189943,bicycle,no,regular
11189943,highway,motorway,regular
11189943,maxspeed,55 mph,regular
11189943,sidewalk,none,regular
11189943,lanes,left lane is hov,note
11189943,cfcc,A63,tiger
11189943,county,"Alameda, CA",tiger
11189943,reviewed,no,tiger
12170569,foot,yes,regular
12170569,horse,no,regular
12170569,access,yes,regular
12170569,bicycle,no,regular
12170569,highway,footway,regular
12170569,sidewalk,none,regular
12170569,cfcc,A41,tiger
12170569,county,"Marin, CA",tiger
12170569,motor_vehicle,no,regular
12170569,reviewed,no,tiger
12172871,highway,service,regular
12172871,cfcc,A41,tiger
12172871,county,"Marin, CA",tiger
12172871,reviewed,no,tiger
12175507,foot,yes,regular
12175507,name,Midhill Drive,regular
12175507,bicycle,yes,regular
12175507,highway,residential,regular
12175507,cycleway,no,regular
12175507,cfcc,A41,tiger
12175507,county,"Marin, CA",tiger
12175507,reviewed,no,tiger
12175507,name_base,Midhill,tiger
12175507,name_type,Dr,tiger
12176840,name,Redwood Lane,regular
12176840,highway,residential,regular
12176840,cfcc,A41,tiger
12176840,county,"Marin, CA",tiger
12176840,reviewed,no,tiger
12176840,name_base,Redwood,tiger
12176840,name_type,Ln,tiger
12178027,left,lane,cycleway
12178027,highway,secondary,regular
12178027,maxspeed,25 mph,regular
12178027,name,2nd Street,regular
12178027,cfcc,A41,tiger
12178027,county,"Marin, CA",tiger
12178027,name_base,2nd,tiger
12178027,name_type,St,tiger
12178027,reviewed,no,tiger
12179214,name,Starboard Court,regular
12179214,name_1,Star Board Court,regular
12179214,highway,residential,regular
12179214,cfcc,A41,tiger
12179214,county,"Marin, CA",tiger
12179214,reviewed,no,tiger
12179214,name_base,Starboard,tiger
12179214,name_type,Ct,tiger
12179214,name_base_1,Star Board,tiger
12179214,name_type_1,Ct,tiger
12181169,name,Bayview Road,regular
12181169,highway,unclassified,regular
12181169,cfcc,A41,tiger
12181169,county,"Marin, CA",tiger
12181169,reviewed,no,tiger
12181169,name_base,Bayview,tiger
12181169,name_type,Rd,tiger
12182994,name,Ashford Avenue,regular
12182994,oneway,yes,regular
12182994,highway,residential,regular
12182994,cfcc,A41,tiger
12182994,county,"Marin, CA",tiger
12182994,reviewed,no,tiger
12182994,name_base,Ashford,tiger
12182994,name_type,Ave,tiger
12184844,name,Upland Road,regular
12184844,highway,residential,regular
12184844,cfcc,A41,tiger
12184844,county,"Marin, CA",tiger
12184844,reviewed,no,tiger
12184844,name_base,Upland,tiger
12184844,name_type,Rd,tiger
12186866,name,Sheffield Avenue,regular
12186866,highway,residential,regular
12186866,cfcc,A41,tiger
12186866,county,"Marin, CA",tiger
12186866,reviewed,no,tiger
12186866,name_base,Sheffield,tiger
12186866,name_type,Ave,tiger
12187935,name,Rock Springs Lagunitas Road,regular
12187935,highway,track,regular
12187935,cfcc,A51,tiger
12187935,county,"Marin, CA",tiger
12187935,reviewed,no,tiger
12187935,name_base,Rock Springs Lagunitas,tiger
12187935,name_type,Rd,tiger
12189399,name,Irving Court,regular
12189399,highway,residential,regular
12189399,cfcc,A41,tiger
12189399,county,"Marin, CA",tiger
12189399,reviewed,no,tiger
12189399,name_base,Irving,tiger
12189399,name_type,Ct,tiger
12190303,name,South Forty Pier,regular
12190303,name_1,E Dock,regular
12190303,highway,residential,regular
12190303,cfcc,A41,tiger
12190303,county,"Marin, CA",tiger
12190303,reviewed,no,tiger
12190303,name_base,Forty Pier,tiger
12190303,name_base_1,E Dock,tiger
12190303,name_direction_prefix,S,tiger
12191420,name,Presidio Court,regular
12191420,highway,residential,regular
12191420,cfcc,A41,tiger
12191420,county,"Marin, CA",tiger
12191420,reviewed,no,tiger
12191420,name_base,Presidio,tiger
12191420,name_type,Ct,tiger
16313140,access,no,regular
16313140,highway,service,regular
19436956,bicycle,no,regular
19436956,ref,CA 24 West,destination
19436956,highway,motorway_link,regular
19436956,lanes,1,regular
19436956,oneway,yes,regular
19436956,lanes,right,turn
21178947,highway,service,regular
22016948,highway,footway,regular
22370943,foot,yes,regular
22370943,name,Bonita Avenue,regular
22370943,bicycle,yes,regular
22370943,highway,footway,regular
22370943,surface,paved,regular
22370943,sidewalk,both,regular
22370943,city,Berkeley,addr
22370943,cfcc,A41,tiger
22370943,county,"Alameda, CA",tiger
22370943,reviewed,yes,tiger
22370943,name_base,Bonita,tiger
22370943,name_type,Ave,tiger
22376093,name,Carlson Boulevard,regular
22376093,oneway,yes,regular
22376093,bicycle,yes,regular
22376093,highway,secondary,regular
22376093,cfcc,A41,tiger
22376093,county,"Contra Costa, CA",tiger
22376093,reviewed,no,tiger
22376093,name_base,Carlson,tiger
22376093,name_type,Blvd,tiger
22649843,name,MacArthur Boulevard,regular
22649843,highway,secondary,regular
22649843,cfcc,A41,tiger
22649843,county,"Alameda, CA",tiger
22649843,reviewed,no,tiger
22649843,name_base,Macarthur,tiger
22649843,name_type,Blvd,tiger
22771109,layer,-1,regular
22771109,tunnel,yes,regular
22771109,highway,service,regular
22771109,cycleway,track,regular
22961558,name,College Prepatory School,regular
22961558,amenity,school,regular
22961558,wikipedia,en:The College Preparatory School,regular
23073468,destination,Oakland,regular
23073468,ref,I 580 East,destination
23073468,highway,motorway_link,regular
23073468,lanes,1,regular
23073468,oneway,yes,regular
23074828,bridge,yes,regular
23074828,highway,primary,regular
23074828,lanes,2,regular
23074828,layer,1,regular
23074828,maxspeed,50 mph,regular
23074828,name,Castro Street,regular
23074828,oneway,yes,regular
23074828,cfcc,A41,tiger
23074828,county,"Contra Costa, CA",tiger
23074828,name_base,Castro,tiger
23074828,name_type,St,tiger
23194912,name,Broadmoor Boulevard,regular
23194912,highway,residential,regular
23194912,cfcc,A41,tiger
23194912,county,"Alameda, CA",tiger
23194912,reviewed,no,tiger
23194912,name_base,Broadmoor,tiger
23194912,name_type,Blvd,tiger
23323124,lcn,yes,regular
23323124,name,Primrose Road,regular
23323124,oneway,yes,regular
23323124,bicycle,designated,regular
23323124,highway,residential,regular
23323124,cfcc,A41,tiger
23323124,county,"San Mateo, CA",tiger
23323124,name_base,Primrose; Primrose; Douglas,tiger
23323124,name_type,Rd,tiger
23488659,name,Walter Miles Way,regular
23488659,oneway,no,regular
23488659,highway,service,regular
23592841,highway,secondary,regular
23592841,lanes,2,regular
23592841,name,7th Street,regular
23592841,oneway,yes,regular
23617551,man_made,pier,regular
23617551,created_by,Potlatch 0.8a,regular
23618064,man_made,pier,regular
23618064,created_by,Potlatch 0.8a,regular
23652427,highway,footway,regular
23700311,name,Channel Drive,regular
23700311,highway,residential,regular
23700311,cfcc,A41,tiger
23700311,county,"San Mateo, CA",tiger
23700311,reviewed,yes,tiger
23700311,name_base,Channel,tiger
23700311,name_type,Dr,tiger
23730207,name,Eden Landing Road,regular
23730207,highway,tertiary,regular
23749614,name,Kehoe Avenue,regular
23749614,highway,residential,regular
23749614,cycleway,lane,regular
23749614,county,"San Mateo, CA",tiger
23749614,name_base,Kehoe,tiger
23749614,name_type,Ave,tiger
23783780,man_made,pier,regular
23783780,created_by,Potlatch 0.8a,regular
23840857,sport,baseball,regular
23840857,source,yahoo,regular
23840857,leisure,pitch,regular
23840857,created_by,JOSM,regular
23874712,name,Grizzly Peak Boulevard,regular
23874712,oneway,yes,regular
23874712,highway,secondary,regular
23874712,cfcc,A41,tiger
23874712,county,"Contra Costa, CA",tiger
23874712,name_base,Grizzly Peak,tiger
23874712,name_type,Blvd,tiger
23908171,highway,footway,regular
23938464,source,yahoo,regular
23938464,leisure,pitch,regular
23938464,created_by,JOSM,regular
24005436,name,Rey Street,regular
24005436,source,yahoo,regular
24005436,highway,residential,regular
24025030,ele,86,regular
24025030,name,Anthony Hall,regular
24025030,source,USGS Geonames,regular
24025030,building,yes,regular
24025030,state,CA,addr
24025030,reviewed,no,gnis
24025030,feature_id,1656665,gnis
24025030,county_name,Alameda,gnis
24025030,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
24052062,name,Carlmont Village shopping center,regular
24052062,source,yahoo,regular
24052062,landuse,retail,regular
24144872,highway,service,regular
24144872,service,alley,regular
24144872,cfcc,A41,tiger
24144872,county,"San Mateo, CA",tiger
24144872,name_base,9th,tiger
24144872,name_type,Ln,tiger
24203941,destination,Westborough Boulevard,regular
24203941,ref:to,I 280 North,destination
24203941,highway,motorway_link,regular
24203941,lanes,2,regular
24203941,oneway,yes,regular
24203941,lanes,left|left,turn
24208153,name,Lexington Avenue,regular
24208153,oneway,yes,regular
24208153,highway,residential,regular
24208153,cfcc,A41,tiger
24208153,county,"Contra Costa, CA",tiger
24208153,reviewed,no,tiger
24208153,name_base,Lexington,tiger
24208153,name_type,Ave,tiger
24222674,name,Ohanneson Road,regular
24222674,highway,residential,regular
24222674,cfcc,A41,tiger
24222674,county,"Alameda, CA",tiger
24222674,reviewed,no,tiger
24222674,name_base,Ohanneson,tiger
24222674,name_type,Rd,tiger
24255867,lanes,2,regular
24255867,oneway,yes,regular
24255867,bicycle,no,regular
24255867,highway,motorway_link,regular
24255867,lanes,left;through;right|right,turn
24294609,name,Ralston Avenue,regular
24294609,lanes,4,regular
24294609,highway,secondary,regular
24294609,maxspeed,30 mph,regular
24294609,cfcc,A41,tiger
24294609,county,"San Mateo, CA",tiger
24294609,forward,2,lanes
24294609,backward,2,lanes
24294609,name_base,Ralston,tiger
24294609,name_type,Ave,tiger
24294609,maxspeed:backward,sign,source
24315067,name,Cutting Boulevard,regular
24315067,oneway,yes,regular
24315067,highway,secondary,regular
24315067,sidewalk,right,regular
24315067,cfcc,A41,tiger
24315067,county,"Contra Costa, CA",tiger
24315067,name_base,Cutting,tiger
24315067,name_type,Blvd,tiger
24334980,name,Junipero Serra Boulevard,regular
24334980,lanes,3,regular
24334980,oneway,yes,regular
24334980,highway,secondary,regular
24334980,cfcc,A35,tiger
24334980,county,"San Francisco, CA",tiger
24334980,name_base,Junipero Serra,tiger
24334980,name_type,Blvd,tiger
24334980,name_base_1,State Highway 1,tiger
24420704,highway,footway,regular
24420704,cycleway,track,regular
24472527,name,Third Drive North,regular
24472527,source,yahoo,regular
24472527,highway,service,regular
24507944,source,yahoo,regular
24507944,natural,wood,regular
24530640,highway,unclassified,regular
24530640,created_by,Potlatch 0.9a,regular
24549772,name,Pennsylvania Avenue,regular
24549772,highway,secondary,regular
24549772,cfcc,A41,tiger
24549772,county,"Contra Costa, CA",tiger
24549772,reviewed,no,tiger
24549772,name_base,13th:Pennsylvania,tiger
24549772,name_type,Ave:St,tiger
24549772,lanes:backward,left|through|right,turn
24569839,foot,yes,regular
24569839,highway,path,regular
24569839,name,Edgewood Trail,regular
24569839,source,survey,regular
24569839,surface,dirt,regular
24603666,name,Webster Street,regular
24603666,oneway,yes,regular
24603666,highway,secondary,regular
24603666,lcn_ref,345,regular
24603666,sidewalk,right,regular
24603666,cfcc,A45,tiger
24603666,county,"San Francisco, CA",tiger
24603666,right,shared_lane,cycleway
24603666,name_base,Webster,tiger
24603666,name_type,St,tiger
24635845,name,North Railroad Avenue,regular
24635845,oneway,yes,regular
24635845,highway,residential,regular
24635845,cfcc,A41,tiger
24635845,county,"San Mateo, CA",tiger
24635845,name_base,Railroad,tiger
24635845,name_type,Ave,tiger
24635845,name_direction_prefix,N,tiger
24763829,name,Vistamont Trail,regular
24763829,highway,footway,regular
24763829,cfcc,A41,tiger
24763829,county,"Alameda, CA",tiger
24763829,name,yes,verified
24763829,reviewed,no,tiger
24763829,name_base,Vistamont,tiger
24763829,name_type,Ave,tiger
25003947,highway,footway,regular
25007005,NHS,yes,regular
25007005,hgv,designated,regular
25007005,ref,CA 24,regular
25007005,lanes,4,regular
25007005,layer,1,regular
25007005,bridge,yes,regular
25007005,oneway,yes,regular
25007005,bicycle,no,regular
25007005,highway,motorway,regular
25007005,maxspeed,65 mph,regular
25007005,cfcc,A15,tiger
25007005,county,"Alameda, CA",tiger
25007005,name_base_1,State Highway 24,tiger
25007005,national_network,yes,hgv
25007005,hgv:national_network,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,source
25025255,name,Graham Avenue,regular
25025255,highway,residential,regular
25025255,sidewalk,both,regular
25025255,cfcc,A41,tiger
25025255,county,"Alameda, CA",tiger
25025255,name_base,Graham,tiger
25025255,name_type,Ave,tiger
25173199,highway,footway,regular
25314689,highway,secondary_link,regular
25314689,oneway,yes,regular
25314689,cfcc,A41,tiger
25314689,county,"Alameda, CA",tiger
25314689,name_base,Harbor Bay,tiger
25314689,name_type,Pky,tiger
25314689,reviewed,no,tiger
25314689,lanes,left|left,turn
25347621,area,yes,regular
25347621,amenity,parking,regular
25375138,name,Vista Del Sol,regular
25375138,highway,residential,regular
25655716,layer,2,regular
25655716,bridge,yes,regular
25655716,highway,footway,regular
25796334,oneway,yes,regular
25796334,highway,service,regular
25932432,bicycle,yes,regular
25932432,highway,footway,regular
25967678,name,Santa Clara Avenue,regular
25967678,lanes,4,regular
25967678,oneway,yes,regular
25967678,highway,secondary,regular
25967678,sidewalk,right,regular
25967678,cfcc,A41,tiger
25967678,lanes,left|left;through|none|none,turn
25967678,county,"Alameda, CA",tiger
25967678,reviewed,no,tiger
25967678,name_base,Santa Clara,tiger
25967678,name_type,Ave,tiger
26378110,name,Tiffany Avenue,regular
26378110,highway,living_street,regular
26378110,lcn_ref,45,regular
26378110,cycleway,shared_lane,regular
26378110,cfcc,A41,tiger
26378110,county,"San Francisco, CA",tiger
26378110,name_base,Tiffany,tiger
26378110,name_type,Ave,tiger
26378110,designated,greenway,bicycle
26766876,height,9.94,regular
26766876,building,yes,regular
26965292,highway,service,regular
26965292,cfcc,A41,tiger
26965292,county,"San Francisco, CA",tiger
26965292,reviewed,no,tiger
27028821,name,17th Street,regular
27028821,highway,tertiary,regular
27028821,lcn_ref,25;40,regular
27028821,cycleway,lane,regular
27028821,sidewalk,both,regular
27028821,cfcc,A41,tiger
27028821,county,"San Francisco, CA",tiger
27028821,trolley_wire,yes,regular
27028821,reviewed,no,tiger
27028821,name_type,St,tiger
27076680,access,private,regular
27076680,highway,track,regular
27076680,surface,gravel,regular
27076680,cfcc,A41,tiger
27076680,county,"Alameda, CA",tiger
27145836,name,Ocean Avenue,regular
27145836,lanes,1,regular
27145836,layer,1,regular
27145836,bridge,yes,regular
27145836,oneway,yes,regular
27145836,bicycle,designated,regular
27145836,highway,secondary,regular
27145836,lcn_ref,84,regular
27145836,maxspeed,25 mph,regular
27145836,cfcc,A41,tiger
27145836,county,"San Francisco, CA",tiger
27145836,trolley_wire,yes,regular
27145836,right,lane,cycleway
27145836,name_base,Ocean,tiger
27145836,name_type,Ave,tiger
27208998,ele,9,regular
27208998,area,yes,regular
27208998,name,Ascend Elementary School,regular
27208998,amenity,school,regular
27208998,created,06/04/2007,gnis
27208998,state_id,06,gnis
27208998,county_id,001,gnis
27208998,feature_id,2125757,gnis
27227858,sport,american_football,regular
27227858,leisure,pitch,regular
27276356,amenity,parking,regular
27276356,parking,surface,regular
27294061,fee,yes,regular
27294061,name,RSF Garage,regular
27294061,amenity,parking,regular
27294061,parking,underground,regular
27420069,foot,designated,regular
27420069,bicycle,no,regular
27420069,highway,path,regular
27512057,name,Pierpoint Lane,regular
27512057,highway,footway,regular
27614714,name,Boutwell Street,regular
27614714,highway,residential,regular
27614714,cfcc,A41,tiger
27614714,tlid,192300426:192302795,tiger
27614714,county,"San Francisco, CA",tiger
27614714,source,tiger_import_dch_v0.6_20070809,tiger
27614714,name_base,Boutwell,tiger
27614714,name_type,St,tiger
27614714,separated,no,tiger
27614714,upload_uuid,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,tiger
27771325,amenity,parking,regular
27852930,foot,yes,regular
27852930,bicycle,no,regular
27852930,highway,path,regular
27946166,area,yes,regular
27946166,building,yes,regular
27946166,created_by,Potlatch 0.10e,regular
28004230,building,yes,regular
28016139,highway,service,regular
28222115,name,Grand Street,regular
28222115,highway,tertiary,regular
28222115,cycleway,lane,regular
28222115,maxspeed,25 mph,regular
28222115,sidewalk,both,regular
28222115,cfcc,A41,tiger
28222115,county,"Alameda, CA",tiger
28222115,reviewed,no,tiger
28222115,name_base,Grand,tiger
28222115,name_type,St,tiger
28293278,man_made,pier,regular
28293278,created_by,Potlatch 0.10f,regular
28316753,name,Breakwater Avenue,regular
28316753,highway,residential,regular
28316753,cfcc,A41,tiger
28316753,county,"Alameda, CA",tiger
28316753,name_base,Breakwater,tiger
28316753,name_type,Ave,tiger
28329537,natural,water,regular
28376023,man_made,pier,regular
28376023,created_by,Potlatch 0.10f,regular
28393429,name,Lower Grand Avenue,regular
28393429,highway,residential,regular
28393429,sidewalk,no,regular
28393429,cfcc,A41,tiger
28393429,county,"Alameda, CA",tiger
28393429,name_base,Lower Grand,tiger
28393429,name_type,Ave,tiger
28412828,name,16th Street,regular
28412828,highway,residential,regular
28412828,sidewalk,both,regular
28412828,cfcc,A41,tiger
28412828,county,"Alameda, CA",tiger
28412828,name_base,16th,tiger
28412828,name_type,St,tiger
28483812,name,West Fork Fern Creek,regular
28483812,waterway,stream,regular
28547362,waterway,stream,regular
28575604,name,Muni N,regular
28575604,gauge,1435,regular
28575604,oneway,yes,regular
28575604,railway,tram,regular
28575604,voltage,600,regular
28575604,frequency,0,regular
28575604,electrified,contact_line,regular
28617700,name,Saratoga Avenue,regular
28617700,highway,residential,regular
28617700,surface,asphalt,regular
28617700,cfcc,A41,tiger
28617700,county,"San Mateo, CA",tiger
28617700,reviewed,no,tiger
28617700,name_base,Saratoga,tiger
28617700,name_type,Ave,tiger
28690939,amenity,parking,regular
28694500,name,Font Boulevard,regular
28694500,oneway,yes,regular
28694500,highway,residential,regular
28694500,lcn_ref,90,regular
28694500,maxspeed,25 mph,regular
28694500,cfcc,A45,tiger
28694500,county,"San Francisco, CA",tiger
28694500,name_base,Font,tiger
28694500,name_type,Blvd,tiger
28773537,name,Silver Star Veterans Park,regular
28773537,leisure,park,regular
28843530,name,Park Office,regular
28843530,building,yes,regular
28867407,name,Broadway,regular
28867407,highway,tertiary,regular
28867407,cycleway,no,regular
28867407,sidewalk,none,regular
28867407,cfcc,A41,tiger
28867407,tlid,124999954:125065834:125065835:125065837:125075331:125080533:124999615:125065840:125075318:125075319:125075326:125075328:125075334:125075335:125075336:125075339:124999948,tiger
28867407,county,"Alameda, CA",tiger
28867407,source,tiger_import_dch_v0.6_20070809,tiger
28867407,reviewed,no,tiger
28867407,name_base,Broadway,tiger
28867407,separated,no,tiger
28867407,upload_uuid,bulk_upload.pl-9d5e179e-e488-4300-b71d-b0a82eacb273,tiger
28943124,name,Anza Boulevard,regular
28943124,highway,unclassified,regular
28943124,history,Retrieved from v1,regular
28943124,cfcc,A41,tiger
28943124,county,"San Mateo, CA",tiger
28943124,name_base,Anza,tiger
28943124,name_type,Blvd,tiger
28969614,highway,footway,regular
28969614,created_by,Potlatch 0.10f,regular
29217043,area,yes,regular
29217043,building,yes,regular
29217043,created_by,Potlatch 0.10f,regular
29482579,name,Tennessee Street,regular
29482579,highway,residential,regular
29482579,cfcc,A41,tiger
29482579,county,"San Francisco, CA",tiger
29482579,trolley_wire,yes,regular
29482579,name_base,Tennessee,tiger
29482579,name_type,St,tiger
30035682,name,Jackson Street,regular
30035682,oneway,yes,regular
30035682,highway,residential,regular
30035682,cfcc,A41,tiger
30035682,county,"San Francisco, CA",tiger
30035682,name_type,St,tiger
30240073,foot,yes,regular
30240073,bicycle,no,regular
30240073,highway,footway,regular
30240073,created_by,Potlatch 0.10f,regular
30409163,building,yes,regular
30409163,created_by,Potlatch 0.10f,regular
30487448,source,Yahoo,regular
30487448,landuse,residential,regular
30487448,created_by,Potlatch 0.10f,regular
30636547,foot,yes,regular
30636547,highway,footway,regular
30642645,name,Bay Area Rapid Transit,regular
30642645,gauge,1676,regular
30642645,layer,-1,regular
30642645,tunnel,yes,regular
30642645,railway,subway,regular
30642645,voltage,1000,regular
30642645,frequency,0,regular
30642645,electrified,rail,regular
30733308,highway,service,regular
30733308,service,parking_aisle,regular
30754119,source,Yahoo,regular
30754119,amenity,parking,regular
30757789,name,Geneva Avenue,regular
30757789,lanes,2,regular
30757789,oneway,yes,regular
30757789,highway,primary,regular
30757789,lcn_ref,90,regular
30757789,cfcc,A45,tiger
30757789,county,"San Francisco, CA",tiger
30757789,right,shared_lane,cycleway
30757789,reviewed,no,tiger
30757789,name_base,Geneva,tiger
30757789,name_type,Ave,tiger
30810228,name,Eastmoor Road,regular
30810228,highway,residential,regular
30810228,cfcc,A41,tiger
30810228,county,"San Mateo, CA",tiger
30810228,reviewed,no,tiger
30810228,name_base,Eastmoor,tiger
30810228,name_type,Rd,tiger
30877207,building,retail,regular
30877207,city,Berkeley,addr
30898673,highway,footway,regular
30910547,name,Jefferson Avenue,regular
30910547,access,permissive,regular
30910547,highway,service,regular
30910547,service,parking_aisle,regular
30910547,sidewalk,both,regular
31090212,highway,path,regular
31248832,source,Yahoo,regular
31248832,landuse,residential,regular
31266974,highway,tertiary,regular
31266974,name,Oak Park Boulevard,regular
31266974,oneway,yes,regular
31266974,source,Yahoo,regular
31266974,cfcc,A41,tiger
31266974,county,"Contra Costa, CA",tiger
31266974,name_base,Pleasant Valley,tiger
31266974,name_type,Dr,tiger
31266974,reviewed,no,tiger
31284453,foot,yes,regular
31284453,name,Briones to Mt Diablo Trail,regular
31284453,horse,yes,regular
31284453,bicycle,yes,regular
31284453,highway,footway,regular
31284453,surface,unpaved,regular
31284453,created_by,Potlatch 0.10f,regular
31284453,motorcycle,no,regular
31317589,highway,service,regular
31400763,name,Paseo Padre Parkway,regular
31400763,oneway,yes,regular
31400763,highway,tertiary,regular
31400763,maxspeed,45 mph,regular
31400763,cfcc,A41,tiger
31400763,county,"Alameda, CA",tiger
31400763,reviewed,no,tiger
31400763,name_base,Paseo Padre,tiger
31400763,name_type,Pky,tiger
31439643,foot,yes,regular
31439643,highway,footway,regular
31439643,created_by,Potlatch 0.10f,regular
31486770,highway,residential,regular
31486770,junction,roundabout,regular
31486770,name,De La Salle Drive,regular
31538038,lanes,1,regular
31538038,layer,1,regular
31538038,bridge,yes,regular
31538038,oneway,yes,regular
31538038,highway,motorway_link,regular
31538038,cfcc,A15,tiger
31538038,county,"Contra Costa, CA",tiger
31538038,name_base,I-680,tiger
31544739,building,Business,regular
31544739,levels,1,building
31544739,name,Orchard Supply Hardware,regular
31651456,highway,footway,regular
31658045,highway,steps,regular
31658045,city,Berkeley,addr
31861191,highway,steps,regular
31861191,created_by,Potlatch 0.10f,regular
32005462,highway,steps,regular
32121831,highway,steps,regular
32121831,city,Berkeley,addr
32199304,lanes,1,regular
32199304,oneway,yes,regular
32199304,bicycle,no,regular
32199304,highway,motorway_link,regular
32357159,name,Ocean View Drive,regular
32357159,highway,unclassified,regular
32572821,highway,residential,regular
32572821,created_by,Potlatch 0.10f,regular
32650566,name,Theatre,regular
32650566,height,10.92,regular
32650566,building,yes,regular
32742836,hgv,designated,regular
32742836,ref,CA 131,regular
32742836,name,East Blithedale Avenue,regular
32742836,oneway,yes,regular
32742836,highway,secondary,regular
32742836,maxspeed,35 mph,regular
32742836,cfcc,A41,tiger
32742836,county,"Marin, CA",tiger
32742836,reviewed,no,tiger
32742836,name_base,Blithedale,tiger
32742836,name_type,Ave,tiger
32742836,state_network,yes,hgv
32742836,hgv:state_network,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,source
32742836,name_direction_prefix,E,tiger
32839686,ele,5,regular
32839686,name,National Maritime Museum,regular
32839686,height,10.38,regular
32839686,en,National Maritime Museum,name
32839686,tourism,museum,regular
32839686,building,yes,regular
32839686,attraction,yes,regular
32866258,name,Hopkins Street,regular
32866258,bicycle,yes,regular
32866258,highway,tertiary,regular
32866258,surface,paved,regular
32866258,cycleway,lane,regular
32866258,maxspeed,25 mph,regular
32866258,sidewalk,both,regular
32866258,cfcc,A41,tiger
32866258,county,"Alameda, CA",tiger
32866258,reviewed,yes,tiger
32866258,name_base,Hopkins,tiger
32866258,name_type,St,tiger
32934114,foot,yes,regular
32934114,highway,footway,regular
32934114,created_by,Potlatch 0.10f,regular
32947670,ele,4,regular
32947670,name,Saybrook Graduate School and Research Center,regular
32947670,height,25.59,regular
32947670,amenity,school,regular
32947670,building,yes,regular
32947670,created,01/04/2008,gnis
32947670,state_id,06,gnis
32947670,county_id,075,gnis
32947670,feature_id,2370604,gnis
33111644,ref,Eastshore-San Ramon,regular
33111644,power,line,regular
33111644,wires,single,regular
33111644,cables,6,regular
33111644,voltage,230000,regular
33111644,operator,PG&E,regular
33620585,shop,convenience,regular
33620585,building,retail,regular
33620585,city,Berkeley,addr
34081896,building,yes,regular
34219103,bridge,yes,regular
34219103,highway,footway,regular
34361833,lcn,yes,regular
34361833,foot,yes,regular
34361833,name,Russell Street,regular
34361833,highway,cycleway,regular
34361833,sidewalk,both,regular
34361833,cfcc,A41,tiger
34361833,county,"Alameda, CA",tiger
34361833,reviewed,yes,tiger
34361833,name_base,Russell,tiger
34361833,name_type,St,tiger
34616204,fee,yes,regular
34616204,name,Allston Way Garage,regular
34616204,amenity,parking,regular
34616204,covered,yes,regular
34616204,parking,multi-storey,regular
34616204,website,http://www.allstonwaygarage.com/,regular
34616204,building,yes,regular
34616204,levels,6,building
35024340,height,22.13,regular
35024340,building,yes,regular
35130279,boat,no,regular
35130279,waterway,stream,regular
35309189,highway,residential,regular
35394464,highway,secondary,regular
35394464,name,Edgewater Boulevard,regular
35394464,oneway,yes,regular
35447360,access,private,regular
35447360,highway,service,regular
35535846,name,Stockton Subdivision,regular
35535846,layer,1,regular
35535846,usage,main,regular
35535846,bridge,yes,regular
35535846,railway,rail,regular
35535846,operator,Burlington Northern Santa Fe R,regular
35535846,cfcc,B11,tiger
35535846,county,"Contra Costa, CA",tiger
35535846,reviewed,no,tiger
35535846,name_base,Burlington Northern Santa Fe R,tiger
35569125,amenity,parking,regular
35569125,parking,multi-storey,regular
35569125,building,yes,regular
35569125,operator,BART,regular
35569125,wheelchair,yes,regular
35602564,ele,127,regular
35602564,name,Roy Cloud Elementary School,regular
35602564,amenity,school,regular
35602564,created,06/14/2000,gnis
35602564,state_id,06,gnis
35602564,county_id,081,gnis
35602564,feature_id,221236,gnis
35677386,railway,spur,regular
35677386,city,Berkeley,addr
35763308,highway,residential,regular
35973829,foot,yes,regular
35973829,access,no,regular
35973829,highway,service,regular
35973829,city,Berkeley,addr
36744846,name,Oakland Avenue,regular
36744846,oneway,yes,regular
36744846,highway,tertiary,regular
36744846,cycleway,lane,regular
36744846,sidewalk,both,regular
36744846,cfcc,A41,tiger
36744846,county,"Alameda, CA",tiger
36744846,name_base,Oakland,tiger
36744846,name_type,Ave,tiger
36744846,zip_right,94611,tiger
36943255,highway,footway,regular
36978316,amenity,parking,regular
37012101,building,retail,regular
37057032,railway,rail,regular
37057032,service,spur,regular
37126164,area,yes,regular
37126164,amenity,parking,regular
37334343,landuse,retail,regular
37572292,highway,primary,regular
37572292,lanes,1,regular
37572292,lcn_ref,98,regular
37572292,maxspeed,30 mph,regular
37572292,name,Sagamore Street,regular
37572292,oneway,yes,regular
37572292,cfcc,A41,tiger
37572292,county,"San Francisco, CA",tiger
37572292,name_base,Sagamore,tiger
37572292,name_type,St,tiger
37572292,reviewed,no,tiger
37585461,foot,yes,regular
37585461,name,Glen Rose Alley,regular
37585461,note,barely passable trace of a path (still under construction),regular
37585461,bicycle,no,regular
37585461,highway,path,regular
37585461,city,Berkeley,addr
37585461,cfcc,A41,tiger
